Tempo Universal,Tempo Relativo,S,G,D,Snl_Rdo,Modo,Elev,Azim,Dist,X_Rampa,Y_Rampa,Z_Rampa
14:10:04:495,2.780,D,D,D,36,RADAR,0.407,1.863,2.400,0.775,-0.297,0.977
14:10:04:505,2.790,D,D,D,36,RADAR,0.408,1.863,2.404,0.778,-0.298,0.981
14:10:04:515,2.800,D,D,D,36,RADAR,0.409,1.863,2.408,0.781,-0.299,0.984
14:10:04:525,2.810,D,D,D,36,RADAR,0.410,1.863,2.412,0.783,-0.300,0.987
14:10:04:535,2.820,D,D,D,36,RADAR,0.410,1.863,2.416,0.786,-0.301,0.990
14:10:04:545,2.830,D,D,D,36,RADAR,0.411,1.863,2.420,0.788,-0.302,0.994
14:10:04:555,2.840,D,D,D,36,RADAR,0.412,1.863,2.424,0.791,-0.303,0.997
14:10:04:565,2.850,D,D,D,36,RADAR,0.413,1.863,2.427,0.794,-0.304,1.001
14:10:04:575,2.860,D,D,D,36,RADAR,0.413,1.863,2.431,0.796,-0.305,1.003
14:10:04:585,2.870,D,D,D,36,RADAR,0.414,1.864,2.435,0.799,-0.306,1.007
14:10:04:595,2.880,D,D,D,35,RADAR,0.415,1.864,2.439,0.802,-0.307,1.010
14:10:04:605,2.890,D,D,D,35,RADAR,0.415,1.864,2.443,0.805,-0.308,1.013
14:10:04:615,2.900,D,D,D,35,RADAR,0.416,1.864,2.447,0.807,-0.309,1.016
14:10:04:625,2.910,D,D,D,35,RADAR,0.417,1.864,2.451,0.810,-0.310,1.019
14:10:04:635,2.920,D,D,D,35,RADAR,0.418,1.864,2.455,0.812,-0.311,1.023
14:10:04:645,2.930,D,D,D,35,RADAR,0.418,1.864,2.459,0.815,-0.312,1.026
14:10:04:655,2.940,D,D,D,35,RADAR,0.419,1.864,2.462,0.817,-0.313,1.029
14:10:04:665,2.950,D,D,D,34,RADAR,0.420,1.864,2.466,0.820,-0.314,1.032
14:10:04:675,2.960,D,D,D,34,RADAR,0.421,1.864,2.470,0.823,-0.315,1.036
14:10:04:685,2.970,D,D,D,34,RADAR,0.421,1.864,2.474,0.826,-0.316,1.039
14:10:04:695,2.980,D,D,D,34,RADAR,0.422,1.865,2.478,0.828,-0.317,1.043
14:10:04:705,2.990,D,D,D,34,RADAR,0.423,1.865,2.482,0.831,-0.318,1.045
14:10:04:715,3.000,D,D,D,34,RADAR,0.424,1.865,2.486,0.833,-0.319,1.049
14:10:04:725,3.010,D,D,D,34,RADAR,0.424,1.865,2.490,0.836,-0.320,1.052
14:10:04:735,3.020,D,D,D,34,RADAR,0.425,1.865,2.494,0.838,-0.321,1.056
14:10:04:745,3.030,D,D,D,34,RADAR,0.426,1.865,2.497,0.841,-0.322,1.058
14:10:04:755,3.040,D,D,D,34,RADAR,0.426,1.865,2.501,0.844,-0.323,1.061
14:10:04:765,3.050,D,D,D,34,RADAR,0.427,1.865,2.505,0.846,-0.324,1.065
14:10:04:775,3.060,D,D,D,34,RADAR,0.428,1.865,2.508,0.849,-0.325,1.067
14:10:04:785,3.070,D,D,D,34,RADAR,0.429,1.865,2.512,0.851,-0.326,1.071
14:10:04:795,3.080,D,D,D,34,RADAR,0.429,1.865,2.516,0.854,-0.327,1.073
14:10:04:805,3.090,D,D,D,33,RADAR,0.430,1.865,2.519,0.856,-0.328,1.077
14:10:04:815,3.100,D,D,D,33,RADAR,0.430,1.865,2.523,0.858,-0.328,1.079
14:10:04:825,3.110,D,D,D,33,RADAR,0.431,1.866,2.527,0.861,-0.329,1.083
14:10:04:835,3.120,D,D,D,33,RADAR,0.432,1.866,2.530,0.863,-0.330,1.086
14:10:04:845,3.130,D,D,D,33,RADAR,0.433,1.866,2.534,0.866,-0.331,1.089
14:10:04:855,3.140,D,D,D,33,RADAR,0.433,1.866,2.538,0.868,-0.332,1.092
14:10:04:865,3.150,D,D,D,32,RADAR,0.434,1.866,2.541,0.871,-0.333,1.095
14:10:04:875,3.160,D,D,D,32,RADAR,0.434,1.866,2.545,0.873,-0.334,1.098
14:10:04:885,3.170,D,D,D,32,RADAR,0.435,1.866,2.549,0.876,-0.335,1.100
14:10:04:895,3.180,D,D,D,32,RADAR,0.436,1.866,2.552,0.878,-0.336,1.104
14:10:04:905,3.190,D,D,D,32,RADAR,0.436,1.866,2.556,0.881,-0.337,1.106
14:10:04:915,3.200,D,D,D,32,RADAR,0.437,1.866,2.560,0.883,-0.338,1.110
14:10:04:925,3.210,D,D,D,32,RADAR,0.437,1.866,2.563,0.886,-0.339,1.112
14:10:04:935,3.220,D,D,D,31,RADAR,0.438,1.866,2.567,0.888,-0.340,1.116
14:10:04:945,3.230,D,D,D,31,RADAR,0.439,1.866,2.571,0.891,-0.341,1.118
14:10:04:955,3.240,D,D,D,31,RADAR,0.439,1.867,2.574,0.893,-0.342,1.122
14:10:04:965,3.250,D,D,D,31,RADAR,0.440,1.867,2.578,0.896,-0.343,1.124
14:10:04:975,3.260,D,D,D,31,RADAR,0.441,1.867,2.582,0.898,-0.343,1.128
14:10:04:985,3.270,D,D,D,31,RADAR,0.441,1.867,2.585,0.901,-0.344,1.130
14:10:04:995,3.280,D,D,D,31,RADAR,0.442,1.867,2.589,0.903,-0.345,1.134
14:10:05:005,3.290,D,D,D,31,RADAR,0.442,1.867,2.593,0.906,-0.346,1.136
14:10:05:015,3.300,D,D,D,31,RADAR,0.443,1.867,2.597,0.908,-0.347,1.139
14:10:05:025,3.310,D,D,D,31,RADAR,0.443,1.867,2.600,0.911,-0.348,1.142
14:10:05:035,3.320,D,D,D,31,RADAR,0.444,1.867,2.604,0.914,-0.349,1.145
14:10:05:045,3.330,D,D,D,31,RADAR,0.445,1.867,2.608,0.916,-0.350,1.148
14:10:05:055,3.340,D,D,D,31,RADAR,0.445,1.867,2.611,0.919,-0.351,1.151
14:10:05:065,3.350,D,D,D,31,RADAR,0.446,1.867,2.615,0.921,-0.352,1.154
14:10:05:075,3.360,D,D,D,30,RADAR,0.446,1.867,2.619,0.924,-0.353,1.157
14:10:05:085,3.370,D,D,D,30,RADAR,0.447,1.867,2.622,0.926,-0.354,1.160
14:10:05:095,3.380,D,D,D,30,RADAR,0.447,1.868,2.626,0.929,-0.355,1.163
14:10:05:105,3.390,D,D,D,30,RADAR,0.448,1.868,2.630,0.931,-0.356,1.166
14:10:05:115,3.400,D,D,D,30,RADAR,0.449,1.868,2.633,0.934,-0.357,1.169
14:10:05:125,3.410,D,D,D,30,RADAR,0.449,1.868,2.637,0.936,-0.358,1.172
14:10:05:135,3.420,D,D,D,30,RADAR,0.450,1.868,2.641,0.939,-0.359,1.175
14:10:05:145,3.430,D,D,D,30,RADAR,0.450,1.868,2.645,0.941,-0.360,1.178
14:10:05:155,3.440,D,D,D,30,RADAR,0.451,1.868,2.648,0.944,-0.360,1.180
14:10:05:165,3.450,D,D,D,30,RADAR,0.451,1.868,2.652,0.947,-0.361,1.183
14:10:05:175,3.460,D,D,D,30,RADAR,0.452,1.868,2.656,0.949,-0.362,1.186
14:10:05:185,3.470,D,D,D,30,RADAR,0.452,1.868,2.659,0.952,-0.363,1.189
14:10:05:195,3.480,D,D,D,30,RADAR,0.453,1.868,2.663,0.954,-0.364,1.192
14:10:05:205,3.490,D,D,D,30,RADAR,0.454,1.868,2.667,0.957,-0.365,1.195
14:10:05:215,3.500,D,D,D,29,RADAR,0.454,1.868,2.671,0.959,-0.366,1.198
14:10:05:225,3.510,D,D,D,29,RADAR,0.455,1.868,2.674,0.962,-0.367,1.201
14:10:05:235,3.520,D,D,D,29,RADAR,0.455,1.868,2.678,0.964,-0.368,1.204
14:10:05:245,3.530,D,D,D,29,RADAR,0.456,1.869,2.682,0.967,-0.369,1.207
14:10:05:255,3.540,D,D,D,29,RADAR,0.457,1.869,2.685,0.969,-0.370,1.211
14:10:05:265,3.550,D,D,D,29,RADAR,0.457,1.869,2.689,0.972,-0.371,1.213
14:10:05:275,3.560,D,D,D,28,RADAR,0.458,1.869,2.693,0.974,-0.372,1.217
14:10:05:285,3.570,D,D,D,28,RADAR,0.458,1.869,2.697,0.977,-0.373,1.219
14:10:05:295,3.580,D,D,D,28,RADAR,0.458,1.869,2.700,0.979,-0.374,1.222
14:10:05:305,3.590,D,D,D,28,RADAR,0.459,1.869,2.704,0.982,-0.375,1.225
14:10:05:315,3.600,D,D,D,28,RADAR,0.460,1.869,2.708,0.984,-0.376,1.228
14:10:05:325,3.610,D,D,D,28,RADAR,0.460,1.869,2.711,0.987,-0.376,1.231
14:10:05:335,3.620,D,D,D,28,RADAR,0.461,1.869,2.715,0.989,-0.377,1.234
14:10:05:345,3.630,D,D,D,28,RADAR,0.461,1.869,2.719,0.992,-0.378,1.237
14:10:05:355,3.640,D,D,D,28,RADAR,0.462,1.869,2.723,0.994,-0.379,1.240
14:10:05:365,3.650,D,D,D,28,RADAR,0.463,1.869,2.726,0.997,-0.380,1.243
14:10:05:375,3.660,D,D,D,28,RADAR,0.463,1.869,2.730,0.999,-0.381,1.246
14:10:05:385,3.670,D,D,D,28,RADAR,0.464,1.869,2.734,1.001,-0.382,1.249
14:10:05:395,3.680,D,D,D,28,RADAR,0.464,1.870,2.737,1.004,-0.383,1.252
14:10:05:405,3.690,D,D,D,28,RADAR,0.465,1.870,2.741,1.006,-0.384,1.255
14:10:05:415,3.700,D,D,D,28,RADAR,0.465,1.870,2.745,1.009,-0.385,1.258
14:10:05:425,3.710,D,D,D,28,RADAR,0.466,1.870,2.749,1.011,-0.386,1.261
14:10:05:435,3.720,D,D,D,28,RADAR,0.466,1.870,2.752,1.014,-0.387,1.264
14:10:05:445,3.730,D,D,D,28,RADAR,0.467,1.870,2.756,1.017,-0.388,1.266
14:10:05:455,3.740,D,D,D,28,RADAR,0.467,1.870,2.760,1.019,-0.389,1.270
14:10:05:465,3.750,D,D,D,28,RADAR,0.468,1.870,2.764,1.022,-0.390,1.272
14:10:05:475,3.760,D,D,D,28,RADAR,0.468,1.870,2.767,1.024,-0.391,1.276
14:10:05:485,3.770,D,D,D,29,RADAR,0.469,1.870,2.771,1.027,-0.391,1.278
14:10:05:495,3.780,D,D,D,29,RADAR,0.469,1.870,2.775,1.029,-0.392,1.282
14:10:05:505,3.790,D,D,D,29,RADAR,0.470,1.870,2.779,1.032,-0.393,1.284
14:10:05:515,3.800,D,D,D,29,RADAR,0.470,1.870,2.782,1.034,-0.394,1.288
14:10:05:525,3.810,D,D,D,29,RADAR,0.471,1.870,2.786,1.037,-0.395,1.291
14:10:05:535,3.820,D,D,D,29,RADAR,0.472,1.870,2.790,1.039,-0.396,1.294
14:10:05:545,3.830,D,D,D,29,RADAR,0.472,1.871,2.793,1.042,-0.397,1.297
14:10:05:555,3.840,D,D,D,28,RADAR,0.473,1.871,2.797,1.044,-0.398,1.300
14:10:05:565,3.850,D,D,D,28,RADAR,0.473,1.871,2.801,1.047,-0.399,1.303
14:10:05:575,3.860,D,D,D,28,RADAR,0.473,1.871,2.805,1.050,-0.400,1.305
14:10:05:585,3.870,D,D,D,28,RADAR,0.474,1.871,2.808,1.052,-0.401,1.309
14:10:05:595,3.880,D,D,D,28,RADAR,0.474,1.871,2.812,1.055,-0.402,1.311
14:10:05:605,3.890,D,D,D,28,RADAR,0.475,1.871,2.816,1.057,-0.403,1.315
14:10:05:615,3.900,D,D,D,28,RADAR,0.475,1.871,2.820,1.059,-0.404,1.317
14:10:05:625,3.910,D,D,D,28,RADAR,0.476,1.871,2.823,1.062,-0.405,1.321
14:10:05:635,3.920,D,D,D,28,RADAR,0.476,1.871,2.827,1.064,-0.406,1.323
14:10:05:645,3.930,D,D,D,28,RADAR,0.477,1.871,2.831,1.067,-0.407,1.327
14:10:05:655,3.940,D,D,D,28,RADAR,0.477,1.871,2.835,1.069,-0.408,1.329
14:10:05:665,3.950,D,D,D,28,RADAR,0.478,1.871,2.838,1.072,-0.408,1.333
14:10:05:675,3.960,D,D,D,28,RADAR,0.479,1.871,2.842,1.074,-0.409,1.335
14:10:05:685,3.970,D,D,D,28,RADAR,0.479,1.871,2.846,1.077,-0.410,1.339
14:10:05:695,3.980,D,D,D,28,RADAR,0.480,1.871,2.850,1.079,-0.411,1.341
14:10:05:705,3.990,D,D,D,28,RADAR,0.480,1.871,2.853,1.082,-0.412,1.344
14:10:05:715,4.000,D,D,D,28,RADAR,0.481,1.872,2.857,1.084,-0.413,1.347
14:10:05:725,4.010,D,D,D,28,RADAR,0.481,1.872,2.861,1.087,-0.414,1.350
14:10:05:735,4.020,D,D,D,28,RADAR,0.482,1.872,2.865,1.089,-0.415,1.353
14:10:05:745,4.030,D,D,D,28,RADAR,0.482,1.872,2.868,1.092,-0.416,1.356
14:10:05:755,4.040,D,D,D,27,RADAR,0.483,1.872,2.872,1.094,-0.417,1.359
14:10:05:765,4.050,D,D,D,27,RADAR,0.483,1.872,2.875,1.096,-0.418,1.362
14:10:05:775,4.060,D,D,D,27,RADAR,0.484,1.872,2.879,1.098,-0.419,1.365
14:10:05:785,4.070,D,D,D,27,RADAR,0.484,1.872,2.882,1.101,-0.419,1.367
14:10:05:795,4.080,D,D,D,27,RADAR,0.484,1.872,2.886,1.103,-0.420,1.371
14:10:05:805,4.090,D,D,D,27,RADAR,0.485,1.872,2.889,1.106,-0.421,1.373
14:10:05:815,4.100,D,D,D,27,RADAR,0.485,1.872,2.893,1.108,-0.422,1.376
14:10:05:825,4.110,D,D,D,27,RADAR,0.486,1.872,2.896,1.110,-0.423,1.379
14:10:05:835,4.120,D,D,D,27,RADAR,0.486,1.872,2.900,1.113,-0.424,1.382
14:10:05:845,4.130,D,D,D,27,RADAR,0.487,1.872,2.903,1.115,-0.425,1.384
14:10:05:855,4.140,D,D,D,27,RADAR,0.487,1.872,2.907,1.118,-0.426,1.387
14:10:05:865,4.150,D,D,D,27,RADAR,0.487,1.872,2.910,1.120,-0.426,1.390
14:10:05:875,4.160,D,D,D,27,RADAR,0.488,1.872,2.914,1.122,-0.427,1.392
14:10:05:885,4.170,D,D,D,27,RADAR,0.488,1.873,2.917,1.125,-0.428,1.395
14:10:05:895,4.180,D,D,D,26,RADAR,0.489,1.873,2.921,1.127,-0.429,1.398
14:10:05:905,4.190,D,D,D,26,RADAR,0.489,1.873,2.924,1.129,-0.430,1.401
14:10:05:915,4.200,D,D,D,26,RADAR,0.489,1.873,2.928,1.132,-0.431,1.403
14:10:05:925,4.210,D,D,D,26,RADAR,0.490,1.873,2.931,1.134,-0.432,1.406
14:10:05:935,4.220,D,D,D,26,RADAR,0.490,1.873,2.935,1.137,-0.433,1.409
14:10:05:945,4.230,D,D,D,26,RADAR,0.491,1.873,2.938,1.139,-0.434,1.412
14:10:05:955,4.240,D,D,D,26,RADAR,0.491,1.873,2.942,1.141,-0.434,1.414
14:10:05:965,4.250,D,D,D,25,RADAR,0.492,1.873,2.945,1.144,-0.435,1.417
14:10:05:975,4.260,D,D,D,25,RADAR,0.492,1.873,2.949,1.146,-0.436,1.420
14:10:05:985,4.270,D,D,D,25,RADAR,0.492,1.873,2.953,1.149,-0.437,1.422
14:10:05:995,4.280,D,D,D,25,RADAR,0.493,1.873,2.956,1.151,-0.438,1.425
14:10:06:005,4.290,D,D,D,25,RADAR,0.493,1.873,2.960,1.153,-0.439,1.427
14:10:06:015,4.300,D,D,D,25,RADAR,0.494,1.873,2.963,1.156,-0.440,1.431
14:10:06:025,4.310,D,D,D,25,RADAR,0.494,1.873,2.967,1.158,-0.441,1.433
14:10:06:035,4.320,D,D,D,24,RADAR,0.494,1.873,2.970,1.160,-0.442,1.436
14:10:06:045,4.330,D,D,D,24,RADAR,0.495,1.873,2.974,1.163,-0.442,1.438
14:10:06:055,4.340,D,D,D,24,RADAR,0.495,1.873,2.977,1.165,-0.443,1.442
14:10:06:065,4.350,D,D,D,24,RADAR,0.495,1.873,2.981,1.168,-0.444,1.444
14:10:06:075,4.360,D,D,D,24,RADAR,0.496,1.874,2.984,1.170,-0.445,1.447
14:10:06:085,4.370,D,D,D,24,RADAR,0.496,1.874,2.988,1.172,-0.446,1.449
14:10:06:095,4.380,D,D,D,23,RADAR,0.497,1.874,2.991,1.175,-0.447,1.453
14:10:06:105,4.390,D,D,D,23,RADAR,0.497,1.874,2.995,1.177,-0.448,1.455
14:10:06:115,4.400,D,D,D,23,RADAR,0.498,1.874,2.998,1.179,-0.449,1.458
14:10:06:125,4.410,D,D,D,23,RADAR,0.498,1.874,3.002,1.182,-0.450,1.460
14:10:06:135,4.420,D,D,D,23,RADAR,0.498,1.874,3.006,1.184,-0.450,1.463
14:10:06:145,4.430,D,D,D,23,RADAR,0.499,1.874,3.009,1.187,-0.451,1.466
14:10:06:155,4.440,D,D,D,23,RADAR,0.499,1.874,3.013,1.189,-0.452,1.468
14:10:06:165,4.450,D,D,D,22,RADAR,0.500,1.874,3.016,1.191,-0.453,1.471
14:10:06:175,4.460,D,D,D,22,RADAR,0.500,1.874,3.020,1.194,-0.454,1.474
14:10:06:185,4.470,D,D,D,22,RADAR,0.500,1.874,3.023,1.196,-0.455,1.477
14:10:06:195,4.480,D,D,D,22,RADAR,0.501,1.874,3.027,1.199,-0.456,1.479
14:10:06:205,4.490,D,D,D,22,RADAR,0.501,1.874,3.030,1.201,-0.457,1.483
14:10:06:215,4.500,D,D,D,22,RADAR,0.501,1.874,3.034,1.203,-0.457,1.485
14:10:06:225,4.510,D,D,D,22,RADAR,0.502,1.874,3.037,1.206,-0.458,1.488
14:10:06:235,4.520,D,D,D,21,RADAR,0.502,1.874,3.041,1.208,-0.459,1.490
14:10:06:245,4.530,D,D,D,21,RADAR,0.503,1.874,3.044,1.210,-0.460,1.494
14:10:06:255,4.540,D,D,D,21,RADAR,0.503,1.874,3.048,1.213,-0.461,1.496
14:10:06:265,4.550,D,D,D,21,RADAR,0.503,1.874,3.052,1.215,-0.462,1.498
14:10:06:275,4.560,D,D,D,21,RADAR,0.504,1.875,3.055,1.218,-0.463,1.501
14:10:06:285,4.570,D,D,D,21,RADAR,0.504,1.875,3.059,1.220,-0.464,1.504
14:10:06:295,4.580,D,D,D,21,RADAR,0.505,1.875,3.062,1.222,-0.465,1.507
14:10:06:305,4.590,D,D,D,20,RADAR,0.505,1.875,3.066,1.225,-0.465,1.509
14:10:06:315,4.600,D,D,D,20,RADAR,0.505,1.875,3.141,1.287,-0.485,1.547
14:10:06:325,4.610,D,D,D,20,RADAR,0.506,1.875,3.185,1.324,-0.497,1.569
14:10:06:335,4.620,D,D,D,20,RADAR,0.506,1.875,3.271,1.394,-0.519,1.612
14:10:06:345,4.630,D,D,D,20,RADAR,0.506,1.875,3.315,1.431,-0.531,1.635
14:10:06:355,4.640,D,D,D,20,RADAR,0.507,1.875,3.400,1.501,-0.553,1.678
14:10:06:365,4.650,D,D,D,20,RADAR,0.507,1.875,3.445,1.538,-0.564,1.700
14:10:06:375,4.660,D,D,D,21,RADAR,0.508,1.875,3.532,1.610,-0.587,1.744
14:10:06:385,4.670,D,D,D,21,RADAR,0.508,1.875,3.580,1.649,-0.600,1.768
14:10:06:395,4.680,D,D,D,21,RADAR,0.508,1.875,3.671,1.724,-0.623,1.814
14:10:06:405,4.690,D,D,D,21,RADAR,0.509,1.875,3.718,1.763,-0.636,1.838
14:10:06:415,4.700,D,D,D,21,RADAR,0.509,1.875,3.765,1.801,-0.648,1.862
14:10:06:425,4.710,D,D,D,21,RADAR,0.509,1.875,3.857,1.876,-0.672,1.908
14:10:06:435,4.720,D,D,D,21,RADAR,0.510,1.875,3.904,1.915,-0.684,1.932
14:10:06:445,4.730,D,D,D,23,RADAR,0.510,1.875,4.012,2.004,-0.712,1.986
14:10:06:455,4.740,D,D,D,23,RADAR,0.510,1.875,4.082,2.062,-0.731,2.021
14:10:06:465,4.750,D,D,D,23,RADAR,0.511,1.875,4.219,2.175,-0.766,2.090
14:10:06:475,4.760,D,D,D,23,RADAR,0.511,1.876,4.289,2.233,-0.785,2.125
14:10:06:485,4.770,D,D,D,23,RADAR,0.512,1.876,4.426,2.345,-0.820,2.194
14:10:06:495,4.780,D,D,D,23,RADAR,0.512,1.876,4.496,2.403,-0.839,2.230
14:10:06:505,4.790,D,D,D,21,RADAR,0.512,1.876,4.633,2.516,-0.874,2.298
14:10:06:515,4.800,D,D,D,21,RADAR,0.513,1.876,4.660,2.538,-0.882,2.313
14:10:06:525,4.810,D,D,D,21,RADAR,0.513,1.876,4.683,2.556,-0.887,2.326
14:10:06:535,4.820,D,D,D,21,RADAR,0.513,1.876,4.696,2.566,-0.891,2.334
14:10:06:545,4.830,D,D,D,21,RADAR,0.514,1.876,4.709,2.576,-0.894,2.341
14:10:06:555,4.840,D,D,D,21,RADAR,0.514,1.876,4.732,2.594,-0.900,2.355
14:10:06:565,4.850,D,D,D,21,RADAR,0.514,1.876,4.745,2.605,-0.904,2.362
14:10:06:575,4.860,D,D,D,18,RADAR,0.515,1.876,4.768,2.622,-0.909,2.375
14:10:06:585,4.870,D,D,D,18,RADAR,0.515,1.876,4.774,2.627,-0.911,2.379
14:10:06:595,4.880,D,D,D,18,RADAR,0.516,1.876,4.778,2.629,-0.912,2.383
14:10:06:605,4.890,D,D,D,18,RADAR,0.516,1.876,4.781,2.631,-0.913,2.386
14:10:06:615,4.900,D,D,D,18,RADAR,0.516,1.876,4.785,2.633,-0.914,2.390
14:10:06:625,4.910,D,D,D,18,RADAR,0.517,1.876,4.788,2.635,-0.914,2.392
14:10:06:635,4.920,D,D,D,18,RADAR,0.517,1.876,4.792,2.637,-0.915,2.396
14:10:06:645,4.930,D,D,D,16,RADAR,0.517,1.876,4.796,2.639,-0.916,2.399
14:10:06:655,4.940,D,D,D,16,RADAR,0.518,1.876,4.799,2.641,-0.917,2.403
14:10:06:665,4.950,D,D,D,16,RADAR,0.518,1.876,4.803,2.643,-0.918,2.406
14:10:06:675,4.960,D,D,D,16,RADAR,0.518,1.876,4.806,2.646,-0.919,2.408
14:10:06:685,4.970,D,D,D,16,RADAR,0.519,1.877,4.810,2.648,-0.920,2.412
14:10:06:695,4.980,D,D,D,16,RADAR,0.519,1.877,4.813,2.650,-0.920,2.415
14:10:06:705,4.990,D,D,D,16,RADAR,0.520,1.877,4.817,2.652,-0.921,2.419
14:10:06:715,5.000,D,D,D,14,RADAR,0.520,1.877,4.821,2.654,-0.922,2.421
14:10:06:725,5.010,D,D,D,14,RADAR,0.520,1.877,4.824,2.656,-0.923,2.425
14:10:06:735,5.020,D,D,D,14,RADAR,0.520,1.877,4.828,2.658,-0.924,2.428
14:10:06:745,5.030,D,D,D,14,RADAR,0.521,1.877,4.831,2.660,-0.925,2.431
14:10:06:755,5.040,D,D,D,14,RADAR,0.521,1.877,4.834,2.662,-0.925,2.434
14:10:06:765,5.050,D,D,D,14,RADAR,0.522,1.877,4.838,2.663,-0.926,2.438
14:10:06:775,5.060,D,D,D,14,RADAR,0.522,1.877,4.841,2.666,-0.927,2.440
14:10:06:785,5.070,D,D,D,13,RADAR,0.522,1.877,4.844,2.667,-0.928,2.444
14:10:06:795,5.080,D,D,D,13,RADAR,0.523,1.877,4.848,2.670,-0.929,2.446
14:10:06:805,5.090,D,D,D,13,RADAR,0.523,1.877,4.851,2.671,-0.929,2.450
14:10:06:815,5.100,D,D,D,13,RADAR,0.523,1.877,4.854,2.674,-0.930,2.452
14:10:06:825,5.110,D,D,D,13,RADAR,0.523,1.877,4.858,2.676,-0.931,2.455
14:10:06:835,5.120,D,D,D,13,RADAR,0.524,1.877,4.861,2.677,-0.932,2.458
14:10:06:845,5.130,D,D,D,13,RADAR,0.524,1.877,4.864,2.680,-0.933,2.461
14:10:06:855,5.140,D,D,D,12,RADAR,0.524,1.877,4.868,2.681,-0.934,2.464
14:10:06:865,5.150,D,D,D,12,RADAR,0.525,1.877,4.871,2.684,-0.934,2.467
14:10:06:875,5.160,D,D,D,12,RADAR,0.525,1.877,4.874,2.685,-0.935,2.470
14:10:06:885,5.170,D,D,D,12,RADAR,0.525,1.877,4.878,2.688,-0.936,2.473
14:10:06:895,5.180,D,D,D,12,RADAR,0.526,1.877,4.881,2.689,-0.937,2.476
14:10:06:905,5.190,D,D,D,12,RADAR,0.526,1.877,4.884,2.692,-0.938,2.479
14:10:06:915,5.200,D,D,D,10,RADAR,0.526,1.878,4.888,2.693,-0.938,2.482
14:10:06:925,5.210,D,D,D,10,RADAR,0.526,1.878,4.891,2.696,-0.939,2.485
14:10:06:935,5.220,D,D,D,10,RADAR,0.527,1.878,4.894,2.697,-0.940,2.488
14:10:06:945,5.230,D,D,D,10,RADAR,0.527,1.878,4.898,2.700,-0.941,2.490
14:10:06:955,5.240,D,D,D,10,RADAR,0.527,1.878,4.901,2.702,-0.942,2.493
14:10:06:965,5.250,D,D,D,10,RADAR,0.528,1.878,4.904,2.704,-0.943,2.496
14:10:06:975,5.260,D,D,D,10,RADAR,0.528,1.878,4.908,2.706,-0.943,2.499
14:10:06:985,5.270,D,D,D,12,RADAR,0.528,1.878,4.911,2.708,-0.944,2.502
14:10:06:995,5.280,D,D,D,12,RADAR,0.528,1.878,4.883,2.684,-0.937,2.489
14:10:07:005,5.290,D,D,D,12,RADAR,0.529,1.878,4.803,2.618,-0.916,2.450
14:10:07:015,5.300,D,D,D,12,RADAR,0.529,1.878,4.765,2.586,-0.906,2.432
14:10:07:025,5.310,D,D,D,12,RADAR,0.529,1.878,4.685,2.519,-0.885,2.393
14:10:07:035,5.320,D,D,D,12,RADAR,0.530,1.878,4.647,2.487,-0.875,2.375
14:10:07:045,5.330,D,D,D,12,RADAR,0.530,1.878,4.567,2.421,-0.854,2.336
14:10:07:055,5.340,D,D,D,13,RADAR,0.530,1.878,4.529,2.389,-0.844,2.317
14:10:07:065,5.350,D,D,D,13,RADAR,0.531,1.878,4.432,2.308,-0.819,2.270
14:10:07:075,5.360,D,D,D,13,RADAR,0.531,1.878,4.384,2.268,-0.806,2.246
14:10:07:085,5.370,D,D,D,13,RADAR,0.531,1.878,4.285,2.186,-0.780,2.197
14:10:07:095,5.380,D,D,D,13,RADAR,0.531,1.878,4.237,2.146,-0.768,2.174
14:10:07:105,5.390,D,D,D,13,RADAR,0.532,1.878,4.189,2.106,-0.755,2.150
14:10:07:115,5.400,D,D,D,13,RADAR,0.532,1.878,4.090,2.024,-0.729,2.101
14:10:07:125,5.410,D,D,D,7,RADAR,0.532,1.878,4.042,1.984,-0.717,2.077
14:10:07:135,5.420,D,D,D,7,RADAR,0.532,1.878,3.943,1.902,-0.691,2.029
14:10:07:145,5.430,D,D,D,7,RADAR,0.533,1.878,3.895,1.863,-0.679,2.005
14:10:07:155,5.440,D,D,D,7,RADAR,0.533,1.878,3.797,1.781,-0.653,1.956
14:10:07:165,5.450,D,D,D,7,RADAR,0.533,1.878,3.749,1.742,-0.640,1.933
14:10:07:175,5.460,D,D,D,7,RADAR,0.534,1.879,3.651,1.660,-0.615,1.884
14:10:07:185,5.470,D,D,D,7,RADAR,0.534,1.879,3.603,1.621,-0.602,1.860
14:10:07:195,5.480,D,D,D,12,RADAR,0.534,1.879,3.543,1.571,-0.586,1.831
14:10:07:205,5.490,D,D,D,12,RADAR,0.534,1.879,3.546,1.573,-0.587,1.833
14:10:07:215,5.500,D,D,D,12,RADAR,0.535,1.879,3.550,1.575,-0.588,1.836
14:10:07:225,5.510,D,D,D,12,RADAR,0.535,1.879,3.553,1.577,-0.589,1.838
14:10:07:235,5.520,D,D,D,12,RADAR,0.535,1.879,3.556,1.580,-0.590,1.840
14:10:07:245,5.530,D,D,D,12,RADAR,0.536,1.879,3.560,1.582,-0.591,1.843
14:10:07:255,5.540,D,D,D,12,RADAR,0.536,1.879,3.563,1.584,-0.591,1.846
14:10:07:265,5.550,D,D,D,16,RADAR,0.536,1.879,3.566,1.586,-0.592,1.848
